"age","body_type","diet","drinks","drugs","education","height","income","last_online","offspring","orientation","pets","religion","sign","smokes","status","where_state","where_town","religion_modifer","sign_modifer","cpp","cpp_fluently","cpp_okay","cpp_poorly","lisp","lisp_fluently","lisp_okay","lisp_poorly","asian","black","hispanic_latin","indian","middle_eastern","native_american","other","pacific_islander","white","essay_length","Class","art","being","biotech","care","climbing","code","coding","company","computer","computers","dancing","data","developer","ender","engineer","engineering","eyes","family","feynman","firefly","fixing","friend","geek","geeky","girl","hair","heart","honest","im","internet","lab","laugh","law","listening","lol","love","math","matrix","mechanical","name","nerd","old","problems","programmer","programming","relationship","robots","school","science","scientist","silicon","smile","software","solve","solving","startup","stephenson","student","systems","teacher","tech","techie","technical","technology","therapist","true","web","websites","wine","writing"
36,"average","mostly_other","socially","never","graduated_from_law_school",67,"missing",1,"has_a_kid","straight","has_dogs","atheism","cancer","no","single","california","sausalito","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.53529412004277,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"average","diet_missing","rarely","never","ed_missing",70,"missing",1,"kids_missing","gay","pets_missing","other","aquarius","no","single","california","san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.27091163941048,"stem",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"used_up","mostly_anything","often","often","graduated_from_college_university",68,"inc1000000",43,"doesnt_have_kids","bisexual","pets_missing","religion_missing","leo","smokes_missing","single","california","oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50785587169583,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"fit","diet_missing","socially","never","graduated_from_college_university",70,"missing",123,"kids_missing","straight","has_dogs","catholicism","sagittarius","no","single","california","vallejo","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.90200289135073,"stem",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"curvy","diet_missing","socially","never","graduated_from_college_university",60,"missing",4,"kids_missing","straight","likes_dogs_and_has_cats","agnosticism","sagittarius","no","single","california","oakland","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20682587603185,"other",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
61,"curvy","diet_missing","not_at_all","drugs_missing","graduated_from_ph_d_program",67,"missing",35,"kids_missing","straight","likes_dogs_and_has_cats","judaism","capricorn","no","single","california","stanford","and_somewhat_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.95230800966213,"stem",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"average","mostly_anything","socially","never","working_on_college_university",76,"missing",5,"doesnt_have_kids_but_might_want_them","straight","has_dogs_and_likes_cats","agnosticism","virgo","no","single","california","novato","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.61616031284758,"other",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,"bodytype_missing","strictly_anything","rarely","never","graduated_from_college_university",72,"missing",3,"kids_missing","straight","dislikes_dogs_and_likes_cats","religion_missing","taurus","no","single","california","san_mateo","religion_mod_missing","and_its_fun_to_think_about",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.92090560416402,"stem",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,"fit","diet_missing","rarely","drugs_missing","college_university",67,"missing",3,"kids_missing","straight","likes_dogs_and_likes_cats","religion_missing","sign_missing","no","single","california","oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91991448065943,"other",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
34,"bodytype_missing","diet_missing","socially","drugs_missing","graduated_from_ph_d_program",71,"missing",139,"kids_missing","gay","pets_missing","religion_missing","cancer","smokes_missing","single","california","san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.89097959698969,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"curvy","strictly_anything","socially","never","dropped_out_of_college_university",67,"inc20000",12,"doesnt_want_kids","bisexual","likes_dogs_and_has_cats","atheism","virgo","sometimes","available","california","oakland","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4.07055501583503,"other",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,"a_little_extra","mostly_anything","socially","never","graduated_from_masters_program",69,"inc20000",3,"kids_missing","gay","likes_dogs_and_likes_cats","catholicism","capricorn","no","single","california","san_mateo","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.19479175772192,"other",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,"skinny","diet_missing","rarely","never","graduated_from_college_university",64,"inc30000",3,"kids_missing","straight","has_dogs","religion_missing","gemini","no","single","california","san_francisco","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.2291697025391,"other",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"average","diet_missing","socially","never","graduated_from_college_university",66,"missing",1,"kids_missing","straight","pets_missing","religion_missing","sign_missing","no","single","california","oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.00860017176192,"stem",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"average","strictly_anything","socially","never","graduated_from_college_university",70,"missing",1,"kids_missing","straight","pets_missing","religion_missing","sign_missing","no","single","california","palo_alto","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.53389910079659,"stem",0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24,"average","mostly_anything","socially","never","working_on_law_school",69,"missing",30,"kids_missing","straight","pets_missing","religion_missing","aquarius","no","single","california","san_francisco","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.088844562727,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"athletic","strictly_anything","socially","never","working_on_college_university",70,"missing",1,"kids_missing","straight","likes_dogs_and_dislikes_cats","atheism","cancer","no","single","california","san_francisco","and_laughing_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.13193929521042,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,"average","strictly_anything","socially","never","graduated_from_college_university",69,"missing",66,"kids_missing","straight","likes_dogs","religion_missing","aquarius","sometimes","single","california","emeryville","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"athletic","diet_missing","socially","never","ed_missing",79,"missing",1,"kids_missing","straight","pets_missing","religion_missing","virgo","no","single","california","san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5278875659527,"other",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
26,"athletic","strictly_vegan","socially","never","graduated_from_college_university",65,"inc50000",26,"kids_missing","straight","likes_dogs_and_likes_cats","agnosticism","sign_missing","no","single","california","san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.51982799377572,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"fit","mostly_anything","rarely","never","graduated_from_college_university",71,"missing",13,"kids_missing","gay","likes_dogs","catholicism","scorpio","no","seeing_someone","california","millbrae","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.53147891704225,"stem",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28,"a_little_extra","diet_missing","socially","never","graduated_from_high_school",65,"missing",6,"kids_missing","straight","likes_dogs_and_likes_cats","christianity","taurus","no","single","california","hayward","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.22634208716363,"other",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"fit","diet_missing","socially","drugs_missing","ed_missing",74,"inc40000",1,"kids_missing","gay","pets_missing","religion_missing","leo","when_drinking","single","california","san_francisco","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.40449161775869,"other",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"athletic","anything","socially","never","graduated_from_college_university",69,"inc40000",70,"doesnt_have_kids","straight","likes_dogs_and_likes_cats","catholicism","gemini","no","single","california","redwood_city","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.25527250510331,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,"fit","mostly_other","socially","sometimes","ed_missing",62,"inc20000",1,"kids_missing","straight","pets_missing","islam","leo","no","single","california","oakland","and_laughing_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5817221599491,"other",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"average","mostly_anything","socially","drugs_missing","graduated_from_college_university",69,"missing",2,"doesnt_have_kids_but_wants_them","gay","likes_dogs_and_dislikes_cats","buddhism","virgo","no","single","california","san_francisco","and_somewhat_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.34791518650169,"other",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,"bodytype_missing","mostly_anything","rarely","never","working_on_college_university",66,"missing",1,"kids_missing","straight","likes_dogs_and_likes_cats","christianity","capricorn","no","single","california","stanford","and_very_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.57321982711442,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"a_little_extra","mostly_anything","socially","often","dropped_out_of_college_university",64,"missing",2,"kids_missing","straight","likes_dogs_and_has_cats","christianity","gemini","trying_to_quit","single","california","san_francisco","and_laughing_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.17201880942456,"other",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"athletic","anything","socially","never","graduated_from_college_university",72,"missing",3,"kids_missing","straight","has_dogs","religion_missing","leo","no","single","california","other","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.00987563371216,"other",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"thin","strictly_anything","socially","sometimes","graduated_from_college_university",64,"missing",1,"kids_missing","straight","has_cats","atheism","aquarius","yes","single","california","san_rafael","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.34478512263266,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"bodytype_missing","strictly_anything","very_often","never","graduated_from_med_school",71,"missing",328,"has_a_kid","straight","likes_dogs_and_has_cats","christianity","cancer","no","available","california","san_mateo","and_very_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"jacked","strictly_anything","socially","never","college_university",70,"missing",4,"kids_missing","straight","likes_dogs_and_likes_cats","other","virgo","when_drinking","single","california","san_francisco","and_somewhat_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.24353410183206,"other",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24,"average","mostly_anything","socially","never","graduated_from_college_university",70,"missing",5,"kids_missing","straight","likes_dogs","religion_missing","sagittarius","no","single","california","san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.28555730900777,"other",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"fit","diet_missing","socially","drugs_missing","graduated_from_college_university",70,"missing",1,"kids_missing","straight","pets_missing","religion_missing","gemini","sometimes","single","california","oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.62086447526512,"other",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
38,"fit","mostly_anything","rarely","never","graduated_from_college_university",64,"missing",1,"doesnt_have_kids","straight","pets_missing","agnosticism","leo","no","single","california","oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.17026171539496,"other",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"athletic","mostly_anything","socially","never","ed_missing",72,"inc150000",1,"doesnt_have_kids_but_wants_them","straight","pets_missing","christianity","aries","no","single","california","san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.01241537476243,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"average","diet_missing","socially","never","graduated_from_law_school",64,"missing",147,"has_a_kid","straight","has_dogs","religion_missing","libra","no","single","california","pacifica","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.72427586960079,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"bodytype_missing","mostly_anything","socially","sometimes","graduated_from_college_university",68,"missing",6,"doesnt_have_kids","straight","likes_dogs_and_likes_cats","agnosticism","sagittarius","no","single","california","san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.12090281761453,"stem",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"thin","mostly_other","rarely","sometimes","dropped_out_of_space_camp",75,"missing",14,"kids_missing","straight","likes_dogs_and_has_cats","buddhism","taurus","no","single","california","san_francisco","and_laughing_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.59395029526399,"other",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,"athletic","diet_missing","socially","drugs_missing","graduated_from_ph_d_program",65,"missing",6,"kids_missing","straight","likes_dogs","agnosticism","sign_missing","no","single","california","oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.45803319249651,"other",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"average","mostly_anything","socially","sometimes","working_on_college_university",68,"inc80000",2,"doesnt_have_kids_but_wants_them","straight","likes_dogs","judaism","virgo","no","single","california","san_francisco","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24378191609379,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23,"skinny","anything","socially","never","working_on_med_school",66,"missing",6,"doesnt_have_kids_but_might_want_them","straight","likes_dogs","catholicism","virgo","no","single","california","san_francisco","and_somewhat_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.00732095292274,"other",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"average","anything","socially","sometimes","graduated_from_college_university",70,"missing",17,"doesnt_have_kids","straight","likes_dogs_and_has_cats","catholicism","sagittarius","no","single","california","san_francisco","but_not_too_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.63638758581316,"stem",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
35,"a_little_extra","diet_missing","socially","drugs_missing","graduated_from_college_university",63,"missing",3,"doesnt_have_kids_but_wants_them","straight","has_dogs_and_dislikes_cats","buddhism","sign_missing","no","single","california","oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.7865384804978,"other",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"fit","mostly_vegetarian","socially","never","graduated_from_masters_program",67,"missing",15,"kids_missing","straight","pets_missing","hinduism","capricorn","no","single","california","san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.55485243437205,"stem",0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"average","diet_missing","rarely","never","working_on_masters_program",62,"missing",2,"kids_missing","straight","likes_dogs_and_likes_cats","judaism","capricorn","no","single","california","san_francisco","and_laughing_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.27554168840131,"other",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"bodytype_missing","diet_missing","socially","never","graduated_from_law_school",64,"missing",1,"doesnt_have_kids_but_might_want_them","straight","likes_dogs","religion_missing","aries","no","single","california","san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.33885474625232,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
